Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
6,4,1,6,1,2,7,1,0,2,-0.581638898193138,1,4,2,2,0,3,-0.1756301196323356,4.0,4,1,6,5,0,2,0,1,-1.0800655146048157,3,-0.7797606417084922,22,2,-1.172876217116909,1.0209092131194348,1.0960276919393936,-0.41432583904442344
2,5,1,5,1,5,3,1,0,2,0.8903437067784007,1,3,1,2,0,10,-0.1756301196323356,4.0,4,0,8,7,1,2,0,4,-1.0800655146048157,1,-0.6141386735885106,28,5,-1.172876217116909,1.3809876227378532,1.444166573310439,-0.45461106294941134
2,3,4,2,1,5,2,3,0,2,1.5527358790155932,1,5,2,2,0,8,-0.1756301196323356,2.0,4,3,8,8,0,0,0,1,-1.0800655146048157,2,-0.7518189016815943,18,19,-1.172876217116909,1.4125734481429777,1.485124088765856,-0.4868392420734017
11,1,4,3,1,5,11,1,0,2,0.08075327404405443,1,4,2,3,0,6,-0.1756301196323356,1.0,4,0,7,6,0,0,0,1,-1.0800655146048157,3,-0.6614898452894993,4,5,-1.172876217116909,0.5945005701502551,0.7274100528406396,-0.4868392420734017
12,1,1,2,2,2,5,3,0,2,-0.06644498645309943,1,4,2,3,1,1,-0.1756301196323356,3.0,4,0,8,6,0,3,1,2,-1.0800655146048157,3,-0.4952770147565391,1,16,-0.046505565716158846,0.5092188415564192,0.1657069837377764,0.842573146791199
1,2,1,6,1,5,1,2,1,2,-0.6552380284417149,2,5,2,2,0,8,-0.1756301196323356,1.0,4,3,7,5,0,3,0,1,-1.0800655146048157,2,-0.6596014113306463,8,12,-1.172876217116909,1.542075332303988,1.5962944878591312,-0.46266810773040895
1,2,2,6,1,2,1,2,0,1,-1.2440310704303303,1,3,1,3,0,8,-0.1756301196323356,4.0,4,4,5,4,0,2,0,1,-1.0800655146048157,1,-0.4031012972740687,9,9,-1.172876217116909,1.5389167497634755,1.6050710983138634,-0.49489628685439924
1,2,2,6,1,5,1,2,0,1,-0.6552380284417149,2,3,1,3,0,10,-0.1756301196323356,3.0,4,1,7,5,0,1,0,1,-1.0800655146048157,1,0.12651736281788872,9,12,-1.172876217116909,1.5389167497634755,1.5962944878591312,-0.4707251525114065
9,4,2,1,1,1,10,1,0,2,0.7431454462812468,2,4,2,2,0,2,2.1274967499617325,3.0,4,3,7,7,0,3,3,1,-1.0800655146048157,3,-0.6791241327617843,23,1,-1.172876217116909,0.7271610368517778,0.8298038414791824,-0.4304399286064186
1,5,6,1,1,1,1,5,1,1,-0.5080397679445611,2,3,1,2,0,8,-0.1756301196323356,3.0,4,3,6,5,0,0,0,1,-1.0800655146048157,1,-0.6519038193093342,31,29,-0.046505565716158846,1.4694279338722016,0.4787394232898929,2.4298109686477227
1,5,7,8,1,2,2,1,0,2,-0.7288371586902919,1,3,1,3,0,6,-0.1756301196323356,2.0,4,4,6,5,0,2,0,1,-1.0800655146048157,1,1.7065178573103426,31,2,-1.172876217116909,1.4694279338722016,1.5348582146760055,-0.47878219729240407
1,5,1,3,1,4,2,1,0,2,0.3015506647897852,1,5,2,4,0,13,-0.1756301196323356,1.0,4,4,8,6,0,0,0,1,-1.0800655146048157,2,2.119359934400752,29,4,-1.172876217116909,1.4757450989532266,1.5290071410395174,-0.4465540181684138
1,4,3,5,1,2,2,4,0,2,0.4487489252869391,1,4,2,6,0,13,-0.1756301196323356,2.0,4,1,7,7,0,3,0,1,-1.0800655146048157,3,1.0462258523559227,24,23,-1.172876217116909,1.4915380116557888,1.4734219414928797,-0.25318494342447184
1,5,6,1,1,3,2,1,0,1,-0.6552380284417149,1,3,1,2,0,11,-0.1756301196323356,4.0,4,3,6,5,0,2,0,1,-1.0800655146048157,1,-0.5643893154036417,31,3,-1.172876217116909,1.4694279338722016,1.5319326778577613,-0.4707251525114065
1,5,5,1,1,5,1,5,0,2,0.595947185784093,1,3,1,2,0,5,-0.1756301196323356,3.0,4,3,8,7,0,0,0,1,-1.0800655146048157,1,-0.5285974009075524,31,31,-1.172876217116909,1.4694279338722016,1.5407092883124935,-0.49489628685439924
12,2,5,5,1,5,1,2,0,2,-0.5080397679445611,1,4,2,6,1,12,-0.1756301196323356,3.0,4,0,6,5,0,0,0,1,-1.0800655146048157,3,1.0509542676595982,12,12,-0.046505565716158846,0.47447443361078234,0.5284735492000422,-0.24512789864347428
1,4,2,1,1,3,1,4,0,1,-2.9368110661476,1,3,1,6,0,3,-0.1756301196323356,1.0,4,3,8,1,0,0,0,1,-1.0800655146048157,1,1.0647352213623842,23,24,-1.172876217116909,1.4946965941963013,1.5611880460402021,-0.4868392420734017
1,4,5,5,1,3,1,4,1,1,-0.2136432469502533,2,3,1,6,0,5,-0.1756301196323356,3.0,4,1,7,6,0,1,0,1,-1.0800655146048157,1,1.5418226585453594,26,24,-0.046505565716158846,1.4852208465747638,0.4933671073811133,2.4298109686477227
1,4,5,2,1,4,1,4,0,2,0.2279515345412083,2,4,2,1,0,3,-0.1756301196323356,3.0,4,0,7,6,0,0,0,1,-1.0800655146048157,3,-0.7306668595428273,26,25,-0.046505565716158846,1.4852208465747638,0.4904415705628692,2.4378680134287203
1,2,3,2,1,1,1,4,1,2,-0.581638898193138,2,5,2,3,0,14,-0.1756301196323356,1.0,4,4,4,5,0,1,0,3,-1.0800655146048157,2,1.0364123319891172,10,22,-1.172876217116909,1.535758167222963,1.5670391196766904,-0.39821174948242827
1,2,4,2,1,4,1,2,0,2,1.2583393580212854,1,3,1,2,0,4,-0.1756301196323356,1.0,4,3,8,8,0,2,0,1,-1.0800655146048157,1,-0.5752022914485239,11,11,-1.172876217116909,1.5325995846824505,1.5992200246773751,-0.49489628685439924
10,2,6,2,1,1,10,2,1,1,-0.9496345494360227,1,5,2,2,0,12,-0.1756301196323356,4.0,4,0,6,5,0,1,0,1,-1.0800655146048157,2,-0.8061760934892322,13,8,-0.046505565716158846,0.6639893860415289,-0.2584958549076151,2.40563983430473
5,4,5,11,2,3,7,2,0,2,0.15435240429263136,1,8,3,6,0,6,-0.1756301196323356,4.0,4,3,8,6,0,0,4,2,-1.0800655146048157,3,2.203199313068285,26,10,-1.172876217116909,1.106190941713271,1.072623397393441,-0.13232927170950812
5,3,4,1,1,1,5,4,0,2,1.2583393580212854,1,3,1,2,0,7,-0.1756301196323356,1.0,4,3,8,8,0,3,0,1,-1.0800655146048157,1,-0.8007612890962754,18,22,-1.172876217116909,1.1314596020373704,1.215974701487401,-0.46266810773040895
3,4,5,6,1,3,3,5,0,1,-0.581638898193138,1,4,2,2,0,2,-0.1756301196323356,3.0,4,0,7,5,0,3,0,1,-1.0800655146048157,3,-0.6676922706664727,26,31,-1.172876217116909,1.2988644766845299,1.368102616036093,-0.45461106294941134
2,2,1,12,1,2,2,4,0,2,-0.2872423771988302,1,5,2,3,0,2,-0.1756301196323356,4.0,4,0,7,6,0,0,0,1,-1.0800655146048157,2,-0.7885171282067116,8,23,-1.172876217116909,1.4441592735481021,1.4734219414928797,-0.37404061513943554
2,1,1,1,1,2,2,2,1,1,-0.581638898193138,1,4,2,1,0,14,-0.1756301196323356,1.0,4,1,6,5,0,1,0,1,-1.0800655146048157,3,-0.7474586568625913,1,9,-1.172876217116909,1.4662693513316893,1.514379456948297,-0.4304399286064186
2,1,7,5,1,4,2,2,0,1,-0.5080397679445611,1,4,2,2,0,1,-0.1756301196323356,2.0,4,0,6,5,0,0,0,1,-1.0800655146048157,3,-0.8507539805995451,7,11,-1.172876217116909,1.4473178560886146,1.5085283833118088,-0.46266810773040895
2,2,2,13,1,3,2,2,0,2,-0.2136432469502533,1,4,2,3,0,1,-0.1756301196323356,2.0,4,3,8,6,0,2,0,1,-1.0800655146048157,3,1.1104907828201915,9,10,-1.172876217116909,1.4410006910075897,1.5114539201300528,-0.4868392420734017
1,5,2,1,1,3,2,1,1,1,-1.0232336796845996,1,3,1,2,0,16,-0.1756301196323356,3.0,4,4,6,5,0,3,0,1,-1.0800655146048157,1,-0.3584091111735445,30,3,-1.172876217116909,1.472586516412714,1.5319326778577613,-0.46266810773040895
1,3,7,5,1,3,1,3,0,2,0.9639428370269776,1,4,2,2,0,5,-0.1756301196323356,1.0,4,1,8,7,0,1,0,1,-1.0800655146048157,3,-0.7370439538622277,21,17,-0.046505565716158846,1.501013759277326,0.5138458651088218,2.4136968790857276
1,3,6,9,2,2,1,3,0,2,0.9639428370269776,2,4,2,2,0,12,-0.1756301196323356,3.0,4,1,8,7,0,0,0,1,-1.0800655146048157,3,-0.7596720934818808,20,16,-0.046505565716158846,1.5041723418178385,0.5167714019270659,2.4136968790857276
1,3,1,4,1,2,1,3,0,2,2.509524572247093,1,4,2,1,0,8,-0.1756301196323356,4.0,4,3,8,9,0,1,0,1,-1.0800655146048157,3,-0.5581941156194318,15,16,-1.172876217116909,1.5199652545204008,1.5845923405861548,-0.4868392420734017
6,3,2,6,1,4,7,4,0,2,0.7431454462812468,1,5,2,2,0,3,-0.1756301196323356,2.0,4,1,7,7,0,0,0,1,-1.0800655146048157,2,-0.5373024728019604,16,25,-1.172876217116909,1.0398607083625095,1.0287403451197799,-0.18067154039549363
6,2,4,3,1,5,6,2,0,1,-0.9496345494360227,2,4,2,2,0,3,-0.1756301196323356,4.0,4,0,6,5,0,0,2,1,-1.0800655146048157,3,-0.7173381828133237,11,12,-1.172876217116909,1.0556536210650718,1.1545384283042752,-0.4868392420734017
12,2,7,2,1,2,2,1,0,2,0.595947185784093,2,4,2,2,0,7,-0.1756301196323356,1.0,4,4,8,7,0,3,0,1,-1.0800655146048157,3,0.6101763977238717,14,2,-0.046505565716158846,0.4681572685297575,0.4670372760169165,-0.09204404780452026
1,1,7,5,1,2,1,1,1,1,1.1111410975241316,2,4,2,2,0,2,-0.1756301196323356,2.0,4,0,7,7,0,2,0,1,-1.0800655146048157,3,-0.5188112270546571,7,2,-0.046505565716158846,1.5452339148445002,0.557728917382483,2.40563983430473
1,1,7,6,1,3,1,1,0,2,0.595947185784093,1,4,2,2,0,10,-0.1756301196323356,4.0,4,0,8,7,0,3,0,1,-1.0800655146048157,3,-0.7945734363811885,7,3,-0.046505565716158846,1.5452339148445002,0.554803380564239,2.4136968790857276
1,1,1,1,1,3,1,2,0,1,-2.9368110661476,2,3,1,6,0,8,-0.1756301196323356,4.0,4,3,8,1,0,0,0,1,-1.0800655146048157,1,1.8701855696401535,1,10,-1.172876217116909,1.564185410087575,1.6021455614956193,-0.42238288382542105
12,5,4,6,1,5,1,2,0,2,1.0375419672755546,2,3,1,2,0,10,-0.1756301196323356,4.0,4,1,7,7,0,0,0,1,-1.0800655146048157,1,-0.5878963441333818,31,12,-0.046505565716158846,0.41446136534104594,0.5284735492000422,-0.39821174948242827
12,2,1,3,1,1,1,1,0,2,0.2279515345412083,1,4,2,3,1,10,-0.1756301196323356,2.0,4,3,8,6,0,0,4,2,-1.0800655146048157,3,1.0063220013278094,8,1,-0.046505565716158846,0.48710876377283213,0.5606544542007271,-0.30152721211045735
12,5,5,3,1,2,1,1,0,2,0.08075327404405443,1,5,2,3,0,1,-0.1756301196323356,4.0,4,0,8,6,0,2,0,1,-1.0800655146048157,2,-0.6528778213450794,31,2,-0.046505565716158846,0.41446136534104594,0.557728917382483,-0.47878219729240407
2,2,7,2,1,1,2,3,1,2,0.2279515345412083,1,4,2,2,0,1,-0.1756301196323356,3.0,4,0,6,6,0,0,0,1,-1.0800655146048157,3,-0.6513249561482735,14,15,-1.172876217116909,1.4252077783050274,1.4968262360388325,-0.4868392420734017
12,3,4,1,1,1,1,1,0,2,-0.06644498645309943,1,2,1,6,1,13,-0.1756301196323356,3.0,4,0,8,6,0,0,0,1,-1.0800655146048157,2,1.4935202249546027,18,1,-0.046505565716158846,0.4555229383677077,0.5606544542007271,-0.38209765992043315
2,1,5,5,1,3,2,2,0,2,0.6695463160326699,2,5,2,3,0,4,-0.1756301196323356,3.0,4,1,8,7,0,3,0,1,-1.0800655146048157,2,-0.12674962554403207,5,10,-1.172876217116909,1.4536350211696394,1.5114539201300528,-0.45461106294941134
8,1,3,3,1,4,9,2,0,2,-0.2872423771988302,2,5,2,2,0,1,-0.1756301196323356,3.0,4,3,7,6,0,3,0,1,-1.0800655146048157,2,-0.5568917022377657,3,11,-1.172876217116909,0.8882487464179123,0.888314577844064,-0.18067154039549363
3,1,7,6,1,5,3,2,1,2,0.8903437067784007,1,4,2,2,0,4,-0.1756301196323356,4.0,4,3,6,7,0,3,0,1,-1.0800655146048157,3,-0.8254430785070508,7,12,-1.172876217116909,1.3588775449542663,1.4236878155827304,-0.45461106294941134
12,4,5,3,1,1,1,1,0,2,-0.14004411670167638,2,5,2,2,0,10,-0.1756301196323356,4.0,4,0,8,6,0,0,0,1,-1.0800655146048157,2,-0.61309950127662,26,1,-0.046505565716158846,0.43025427804360816,0.5606544542007271,-0.4465540181684138
12,4,1,1,2,5,1,2,0,1,-2.9368110661476,1,5,2,6,0,14,-0.1756301196323356,3.0,4,3,8,1,0,0,0,1,-1.0800655146048157,2,2.2498194281546504,22,12,-0.046505565716158846,0.44288860820565795,0.5284735492000422,-0.3256983464534501
9,1,1,1,2,2,9,1,0,2,0.08075327404405443,1,3,1,3,0,6,-0.1756301196323356,4.0,4,0,7,6,0,0,0,1,-1.0800655146048157,1,-0.8202595864343748,1,2,-1.172876217116909,0.7966498527430514,0.9146444092082606,-0.4868392420734017
12,3,5,6,1,2,1,3,0,2,0.08075327404405443,2,4,2,1,1,16,2.1274967499617325,3.0,0,3,7,6,0,0,3,1,-1.0800655146048157,3,-0.7585669984743493,19,16,-0.046505565716158846,0.45236435582719525,0.5167714019270659,-0.269299032986467
4,4,6,6,1,2,5,1,0,2,1.773533269761324,1,5,2,2,0,15,-0.1756301196323356,3.0,4,1,8,8,0,0,0,3,-1.0800655146048157,2,-0.7692643316443042,27,2,-1.172876217116909,1.1977898353881316,1.2744854378522825,-0.45461106294941134
12,3,6,6,1,1,1,2,0,2,-0.9496345494360227,1,5,2,6,1,11,-0.1756301196323356,4.0,4,3,4,5,0,1,0,1,-1.0800655146048157,2,1.1981723618622995,20,8,-0.046505565716158846,0.4492057732866828,0.5401756964730186,-0.34181243601544525
10,1,6,2,1,2,10,2,0,1,-1.3912293309274841,2,5,2,2,0,5,-0.1756301196323356,2.0,4,1,5,4,0,0,0,1,-1.0800655146048157,2,-0.7736349619615338,6,9,-1.172876217116909,0.686099463825116,0.8063995469332298,-0.4707251525114065
12,4,2,6,2,3,3,3,0,2,-0.6552380284417149,2,4,2,1,0,16,-0.1756301196323356,2.0,4,0,6,5,0,0,0,1,-1.0800655146048157,3,-0.5330035960999855,23,17,-0.046505565716158846,0.43973002566514546,0.34123919283242116,0.18189547474939743
4,3,1,6,1,1,4,3,0,1,-0.06644498645309943,1,5,2,2,0,3,-0.1756301196323356,1.0,4,0,8,6,0,3,4,2,-1.0800655146048157,2,-0.7353683498280363,15,15,-1.172876217116909,1.235692825874281,1.3242195637624317,-0.49489628685439924
2,4,3,1,2,1,2,5,1,2,-0.2136432469502533,2,4,2,1,0,1,-0.1756301196323356,1.0,4,0,5,6,0,2,0,1,-1.0800655146048157,3,-0.635817488437775,24,28,-1.172876217116909,1.393621952899903,1.4587942574016595,-0.46266810773040895
2,3,1,8,1,2,2,3,0,2,0.08075327404405443,1,5,2,2,0,11,-0.1756301196323356,4.0,4,4,7,6,0,1,0,1,-1.0800655146048157,2,-0.31252558129627617,15,16,-1.172876217116909,1.4220491957645152,1.4939006992205883,-0.4868392420734017
8,2,4,6,1,3,8,3,0,2,-0.2136432469502533,1,4,2,2,0,16,-0.1756301196323356,4.0,4,0,7,6,0,1,0,1,-1.0800655146048157,3,-0.562223007127955,11,17,-1.172876217116909,0.8629800860938127,0.961452998300166,-0.4465540181684138
6,4,6,3,2,1,6,4,0,2,-0.8760354191874457,1,5,2,3,0,7,-0.1756301196323356,1.0,4,3,7,5,0,2,0,1,-1.0800655146048157,2,2.4018495762522662,27,22,-0.046505565716158846,1.0051163004168726,0.05746212146274546,2.40563983430473
6,1,5,5,1,1,9,2,0,2,1.2583393580212854,1,5,2,2,0,12,-0.1756301196323356,1.0,4,0,8,8,0,3,0,1,-1.0800655146048157,2,-0.6970365900852841,5,8,-1.172876217116909,1.0746051163081465,0.8970911882987962,0.27052296734037096
6,1,5,2,1,2,6,3,0,2,1.5527358790155932,1,5,2,2,0,9,-0.1756301196323356,2.0,3,0,8,8,0,0,0,1,-1.0800655146048157,2,-0.5356734994454266,5,16,-1.172876217116909,1.0746051163081465,1.1428362810312989,-0.4062687942634259
2,1,4,5,1,1,2,1,0,2,0.8903437067784007,1,4,2,6,0,1,-0.1756301196323356,4.0,4,1,8,7,0,2,0,1,-1.0800655146048157,3,1.0061729529033003,4,1,-0.046505565716158846,1.4567936037101519,0.4699628128351606,2.421753923866725
7,4,1,2,1,4,9,1,0,1,-1.2440310704303303,1,3,1,2,0,15,-0.1756301196323356,1.0,4,3,6,4,0,2,0,1,-1.0800655146048157,1,-0.5988113598796654,22,4,-1.172876217116909,0.9261517369040616,0.9087933355717726,-0.14038631649050567
6,4,3,6,1,5,6,4,0,2,-0.14004411670167638,1,3,1,1,0,2,-0.1756301196323356,4.0,4,4,7,6,0,0,0,1,-1.0800655146048157,1,-0.13479352451347873,24,26,-1.172876217116909,1.01459204803841,1.113580912848858,-0.47878219729240407
1,2,1,2,1,3,1,2,0,2,-0.581638898193138,2,5,2,2,0,13,-0.1756301196323356,4.0,4,3,7,5,0,0,0,1,-1.0800655146048157,2,-0.7416646450655493,8,10,-1.172876217116909,1.542075332303988,1.6021455614956193,-0.47878219729240407
1,2,1,1,1,2,1,2,0,2,-1.0232336796845996,1,3,1,2,0,9,-0.1756301196323356,2.0,4,4,6,5,0,3,0,1,-1.0800655146048157,1,0.09873939835756301,8,9,-1.172876217116909,1.542075332303988,1.6050710983138634,-0.4868392420734017
1,2,1,2,1,2,1,2,0,2,1.2583393580212854,1,4,2,2,0,4,-0.1756301196323356,1.0,4,3,8,8,0,0,0,1,-1.0800655146048157,3,-0.5449259601257987,8,9,-1.172876217116909,1.542075332303988,1.6050710983138634,-0.4868392420734017
11,3,1,6,1,1,11,3,0,2,-0.8024362889388688,1,3,1,6,0,2,-0.1756301196323356,2.0,4,3,6,5,0,0,0,1,-1.0800655146048157,1,1.2066389696065556,15,15,-1.172876217116909,0.5597561622046183,0.6981546846581989,-0.49489628685439924
10,4,3,6,1,4,10,4,0,2,1.8471324000099008,1,3,1,6,0,14,-0.1756301196323356,4.0,4,4,7,8,0,2,0,1,-1.0800655146048157,1,1.6355318219467883,24,25,-1.172876217116909,0.6292449780958921,0.7595909578413245,-0.4868392420734017
6,2,1,6,1,4,6,4,0,2,-0.5080397679445611,1,5,2,2,0,13,-0.1756301196323356,1.0,4,0,6,5,0,0,0,1,-1.0800655146048157,2,-0.5430743569169908,8,25,-1.172876217116909,1.065129368686609,1.1165064496671022,-0.35792652557744037
4,2,5,3,1,5,4,2,0,2,0.3015506647897852,1,4,2,2,0,10,-0.1756301196323356,2.0,4,3,6,6,0,0,4,2,-1.0800655146048157,3,-0.7654489160758746,12,12,-1.172876217116909,1.2451685734958182,1.332996174217164,-0.49489628685439924
12,4,4,5,1,1,1,1,0,2,-1.0232336796845996,1,5,2,2,1,12,-0.1756301196323356,2.0,4,3,7,5,0,0,0,1,-1.0800655146048157,2,-0.5000982140366687,25,1,-0.046505565716158846,0.4334128605841206,0.5606544542007271,-0.43849697338741617
3,5,2,12,1,2,4,1,0,2,-0.581638898193138,2,5,2,6,0,5,-0.1756301196323356,2.0,4,0,6,5,0,1,0,1,-1.0800655146048157,2,1.3514137219078015,30,2,-1.172876217116909,1.2862301465224801,1.3622515423996049,-0.4707251525114065
3,4,4,9,1,5,3,4,0,2,-0.8024362889388688,1,4,2,1,0,16,-0.1756301196323356,3.0,4,0,6,5,0,0,0,1,-1.0800655146048157,3,-0.5459457630301894,25,26,-1.172876217116909,1.3020230592250424,1.3827303001273135,-0.4868392420734017
12,4,4,5,1,2,1,2,0,2,-1.0232336796845996,1,4,2,2,1,16,-0.1756301196323356,4.0,4,0,6,5,0,2,0,1,-1.0800655146048157,3,-0.7753845733194922,25,9,-0.046505565716158846,0.4334128605841206,0.5372501596547744,-0.37404061513943554
3,1,3,6,2,4,3,1,1,1,-0.2136432469502533,1,5,2,2,0,3,-0.1756301196323356,4.0,4,3,7,6,0,3,0,1,-1.0800655146048157,2,-0.7607551774432213,3,4,-1.172876217116909,1.371511875116316,1.447092110128683,-0.4868392420734017
3,1,4,6,1,5,3,1,0,2,-0.5080397679445611,1,3,1,2,0,11,-0.1756301196323356,1.0,4,1,6,5,0,2,0,1,-1.0800655146048157,1,-0.5469243719247733,4,5,-1.172876217116909,1.3683532925758035,1.444166573310439,-0.4868392420734017
1,3,1,3,1,2,1,3,0,1,-1.0232336796845996,1,3,1,3,0,5,-0.1756301196323356,4.0,4,4,7,5,0,3,0,1,-1.0800655146048157,1,-0.21019712974116533,15,16,-1.172876217116909,1.5199652545204008,1.5845923405861548,-0.4868392420734017
1,3,7,5,1,2,1,3,0,1,-0.581638898193138,1,3,1,2,0,16,-0.1756301196323356,4.0,4,3,6,5,0,1,0,1,-1.0800655146048157,1,-0.579863038988686,21,16,-0.046505565716158846,1.501013759277326,0.5167714019270659,2.40563983430473
1,3,6,3,1,1,1,3,1,1,-1.0968328099331766,1,3,1,2,0,1,-0.1756301196323356,3.0,4,3,4,4,0,1,1,1,-1.0800655146048157,1,-0.52278589046881,20,15,-0.046505565716158846,1.5041723418178385,0.51969693874531,2.40563983430473
8,4,1,1,1,4,3,3,0,1,-2.9368110661476,1,5,2,6,0,7,-0.1756301196323356,1.0,4,0,8,1,0,0,0,1,-1.0800655146048157,2,2.5484494390575443,22,18,-0.046505565716158846,0.8282356781481759,0.33831365601417707,1.1809690275930973
2,3,6,6,1,1,3,4,0,1,-0.6552380284417149,2,5,2,1,0,9,-0.1756301196323356,1.0,4,1,6,5,0,2,0,1,-1.0800655146048157,2,-0.7230928674646289,20,22,-1.172876217116909,1.406256283061953,1.3944324474002896,-0.25318494342447184
12,4,5,1,1,2,1,1,0,1,-2.9368110661476,2,5,2,6,0,3,-0.1756301196323356,4.0,4,0,8,1,0,0,0,1,-1.0800655146048157,2,2.4426193397394496,26,2,-0.046505565716158846,0.43025427804360816,0.557728917382483,-0.43849697338741617
2,3,4,4,1,2,2,5,0,2,0.15435240429263136,1,4,2,1,0,14,-0.1756301196323356,4.0,4,1,7,6,0,2,0,3,-1.0800655146048157,3,-0.7802343453164738,18,28,-1.172876217116909,1.4125734481429777,1.4587942574016595,-0.41432583904442344
2,3,4,8,2,5,2,3,0,2,0.15435240429263136,1,3,1,3,0,11,-0.1756301196323356,2.0,4,3,7,6,0,0,0,1,-1.0800655146048157,1,1.2061794739893053,18,19,-1.172876217116909,1.4125734481429777,1.485124088765856,-0.4868392420734017
2,3,5,2,1,1,2,3,0,1,-0.581638898193138,1,5,2,2,0,16,6.733750489149868,2.0,4,1,7,5,0,0,0,1,-1.0800655146048157,2,-0.7357848808125906,19,15,-0.046505565716158846,1.4094148656024652,0.4290052973797435,2.4136968790857276
2,2,3,8,1,4,2,2,0,2,0.8167445765298238,1,5,2,2,0,1,-0.1756301196323356,2.0,4,3,8,7,0,0,0,1,-1.0800655146048157,2,-0.784367602453748,10,11,-1.172876217116909,1.4378421084670774,1.5085283833118088,-0.4868392420734017
1,3,1,1,1,2,1,3,0,1,-1.5384275914246381,2,2,1,6,0,12,-0.1756301196323356,4.0,4,3,3,3,0,0,0,1,-1.0800655146048157,2,1.7365017188985385,15,16,-1.172876217116909,1.5199652545204008,1.5845923405861548,-0.4868392420734017
1,3,1,6,1,2,1,4,0,2,-1.0232336796845996,1,4,2,2,0,10,-0.1756301196323356,1.0,4,3,7,5,0,0,0,1,-1.0800655146048157,3,-0.7984584360485157,15,23,-1.172876217116909,1.5199652545204008,1.5641135828584463,-0.4304399286064186
1,3,1,6,1,1,1,4,0,1,-0.8024362889388688,1,5,2,2,0,3,-0.1756301196323356,2.0,4,1,5,5,0,0,4,2,-1.0800655146048157,2,-0.7937765328507433,15,22,-1.172876217116909,1.5199652545204008,1.5670391196766904,-0.43849697338741617
1,3,3,6,1,4,1,3,0,2,-0.8024362889388688,1,3,1,3,0,15,-0.1756301196323356,2.0,4,3,6,5,0,0,0,1,-1.0800655146048157,1,2.799806546817436,17,18,-1.172876217116909,1.513648089439376,1.5787412669496668,-0.4868392420734017
6,5,2,6,1,2,6,5,0,2,0.7431454462812468,1,3,1,3,0,10,-0.1756301196323356,2.0,4,3,8,7,0,3,0,1,-1.0800655146048157,1,1.3625619366261175,30,30,-1.172876217116909,0.9956405527953354,1.1018787655758817,-0.49489628685439924
6,1,5,6,1,5,6,1,0,2,0.3015506647897852,1,5,2,2,0,9,-0.1756301196323356,2.0,4,0,8,6,0,0,0,1,-1.0800655146048157,2,-0.7291586972060766,5,5,-1.172876217116909,1.0746051163081465,1.1750171860319838,-0.49489628685439924
5,2,7,8,1,1,5,2,0,2,0.15435240429263136,2,4,2,2,0,1,-0.1756301196323356,4.0,4,0,7,6,0,0,0,1,-1.0800655146048157,3,-0.8031320827877303,14,8,-0.046505565716158846,1.1440939321994201,0.18911127828372903,2.3975827895237325
4,5,4,6,1,5,4,5,0,2,0.6695463160326699,1,5,2,3,0,3,-0.1756301196323356,1.0,4,1,8,7,0,1,0,1,-1.0800655146048157,2,1.1622722498528466,30,30,-1.172876217116909,1.1883140877665943,1.2803365114887706,-0.49489628685439924
4,1,6,2,1,2,4,1,0,2,-0.4344406376959841,2,5,2,2,0,7,-0.1756301196323356,4.0,4,3,6,5,0,1,0,1,-1.0800655146048157,2,-0.6677804260309549,6,2,-0.046505565716158846,1.264120068738893,0.2944306037405159,2.4136968790857276
2,4,1,6,1,1,8,5,1,2,0.8167445765298238,1,3,1,2,0,16,-0.1756301196323356,2.0,4,1,7,7,0,0,0,1,-1.0800655146048157,1,-0.5396522775965609,22,29,-1.172876217116909,1.399939117980928,0.926346556481237,1.019828131973146
2,1,6,6,1,6,2,2,0,2,-0.06644498645309943,1,3,1,2,0,4,-0.1756301196323356,3.0,4,3,7,6,0,0,0,1,-1.0800655146048157,1,-0.763704718255956,6,13,-1.172876217116909,1.4504764386291271,1.5026773096753205,-0.43849697338741617
2,2,1,5,1,2,2,2,1,2,-0.7288371586902919,2,4,2,6,0,3,-0.1756301196323356,2.0,4,1,6,5,0,2,0,1,-1.0800655146048157,3,2.6969626143215257,8,9,-1.172876217116909,1.4441592735481021,1.514379456948297,-0.4868392420734017
2,2,1,1,1,1,2,3,0,1,-2.9368110661476,1,4,2,6,0,5,-0.1756301196323356,3.0,4,1,8,1,0,0,0,1,-1.0800655146048157,3,1.4531939511354313,8,15,-1.172876217116909,1.4441592735481021,1.4968262360388325,-0.43849697338741617
2,1,2,1,1,1,2,2,0,2,0.522348055535516,1,3,1,2,0,9,-0.1756301196323356,3.0,4,1,8,7,0,2,0,1,-1.0800655146048157,1,-0.7418709511018063,2,8,-1.172876217116909,1.4631107687911769,1.517304993766541,-0.4465540181684138
