Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
4,3,2,6,2,2,5,1,0,2,0.47743306382989775,1,4,2,3,1,-0.17473311238742065,2,4,3,8,7,0,0,0,1,-1.0742859917743628,3,-0.5249389123744369,16,2,-1.1664527006153784,1.2217868514313266,1.2665862941388435,-0.3678105605434605
11,1,6,5,1,5,11,2,1,1,0.7786119970755623,2,5,2,2,2,-0.17473311238742065,2,4,3,7,7,0,3,0,1,-1.0742859917743628,2,-0.7285461506479897,6,12,-1.1664527006153784,0.580446861294932,0.7010120205414827,-0.44807262954012306
5,3,3,2,1,1,6,1,0,1,-0.049630069350015245,1,3,1,2,15,-0.17473311238742065,3,4,0,7,6,0,1,0,1,-1.0742859917743628,1,1.6004088271644452,17,1,-1.1664527006153784,1.1243283235184431,1.1791263549227566,-0.3758367674431268
1,2,5,1,2,3,1,2,1,1,-0.6519879358413444,1,4,2,1,4,-0.17473311238742065,1,4,1,5,5,0,0,0,1,-1.0742859917743628,3,-0.6949858499278236,12,10,-0.04954381813333732,1.517306258651038,0.5290074734165122,2.4172832336407297
3,4,7,3,1,2,3,5,0,2,-0.8778721357755928,1,5,2,2,15,2.0193911490246568,4,4,4,6,5,0,2,3,1,-1.0742859917743628,2,-0.6704025814018038,28,30,-1.1664527006153784,1.2815194975714812,1.362792227276539,-0.48017745713878807
1,5,5,3,1,2,2,3,0,1,-0.20021953597284753,1,3,1,2,11,-0.17473311238742065,2,4,3,7,6,0,2,0,1,-1.0742859917743628,1,-0.8237191183805531,31,16,-1.1664527006153784,1.4575736125108836,1.4852361421790603,-0.3678105605434605
9,5,5,4,1,2,10,2,0,2,0.8539067303869784,2,5,2,4,5,-0.17473311238742065,4,4,3,8,7,0,0,0,1,-1.0742859917743628,2,-0.7382916813460401,30,9,-1.1664527006153784,0.69676833009418,0.800133284986381,-0.4239940088411243
5,1,3,6,1,3,5,2,0,1,-1.3296405356440897,2,5,2,2,5,-0.17473311238742065,3,4,3,5,4,0,0,0,1,-1.0742859917743628,2,-0.7091947504677583,3,10,-1.1664527006153784,1.1683418522532938,1.2432636436812203,-0.4400464226404568
4,5,7,4,1,4,5,4,0,2,-0.20021953597284753,2,4,2,4,15,-0.17473311238742065,3,4,3,7,6,0,0,0,1,-1.0742859917743628,3,-0.8076085096784148,30,25,-1.1664527006153784,1.1777733226964762,1.199533674073177,-0.2955746984464642
4,3,6,3,1,2,4,3,0,2,1.3056751302554752,1,3,1,3,6,-0.17473311238742065,3,4,4,8,8,0,0,0,1,-1.0742859917743628,1,-0.7612532877748384,20,16,-0.04954381813333732,1.2092115575070836,0.2491356679250347,2.4012308198413974
10,4,2,6,2,3,11,1,0,2,1.155085663632643,1,5,2,3,10,-0.17473311238742065,1,4,3,8,7,0,0,0,1,-1.0742859917743628,2,1.3556966879807972,23,3,-1.1664527006153784,0.6244603900297826,0.7272500023063088,-0.4079415950417918
6,3,3,3,1,6,7,1,0,1,-0.8778721357755928,2,5,2,2,5,-0.17473311238742065,3,4,0,6,5,0,0,0,1,-1.0742859917743628,2,-0.7774536269990898,17,6,-1.1664527006153784,1.0268697956055597,1.0770897591706556,-0.34373193984446176
10,3,3,6,1,4,10,3,0,2,0.4021383305184816,1,5,2,1,11,-0.17473311238742065,3,4,1,7,6,0,0,0,1,-1.0742859917743628,2,2.2726199681420822,17,18,-1.1664527006153784,0.6433233309161471,0.773895303221555,-0.48820366403845433
1,2,6,6,2,4,1,2,0,2,2.5856855965495495,1,4,2,2,10,-0.17473311238742065,1,4,0,8,9,0,0,0,1,-1.0742859917743628,3,1.5325910050946294,13,11,-0.04954381813333732,1.5141624351699772,0.5260921421093093,2.4172832336407297
3,2,7,2,1,1,3,3,0,2,-0.5766932025299282,2,5,2,6,3,-0.17473311238742065,2,4,0,7,5,0,1,4,2,-1.0742859917743628,2,-0.7153781965278914,14,15,-1.1664527006153784,1.3255330263063316,1.4065221968845822,-0.48820366403845433
2,3,6,2,1,1,2,3,0,1,-1.3296405356440897,1,4,2,2,12,-0.17473311238742065,2,4,4,3,4,0,1,3,1,-1.0742859917743628,3,-0.7525798197260667,20,15,-0.04954381813333732,1.3946971428896684,0.4240555463572081,2.393204612941731
2,3,5,2,1,5,2,3,0,2,1.3809698635668914,1,3,1,3,7,-0.17473311238742065,4,4,4,8,8,0,2,0,1,-1.0742859917743628,1,1.700899775598696,19,19,-1.1664527006153784,1.3978409663707292,1.4764901482574515,-0.4962298709381206
1,4,1,2,2,4,2,4,0,2,1.3809698635668914,1,5,2,1,8,-0.17473311238742065,4,4,1,8,8,0,0,0,1,-1.0742859917743628,2,1.4588440940495413,22,25,-1.1664527006153784,1.4858680238404305,1.4589981604142341,-0.22333883634946797
2,1,3,5,1,3,2,1,0,2,1.0044961970098107,1,5,2,3,14,-0.17473311238742065,3,4,1,8,7,0,0,0,1,-1.0742859917743628,2,1.1623230710275956,3,3,-1.1664527006153784,1.4481421420677014,1.5231354491726978,-0.4962298709381206
2,1,5,3,1,5,2,1,1,2,0.10095939727281704,1,3,1,2,3,-0.17473311238742065,2,4,0,7,6,0,3,0,1,-1.0742859917743628,1,1.3205711685563517,5,5,-1.1664527006153784,1.4418544951055798,1.517304786558292,-0.4962298709381206
2,2,1,3,1,2,2,2,0,2,0.8539067303869784,1,5,2,1,11,-0.17473311238742065,2,4,0,8,7,0,1,4,2,-1.0742859917743628,2,-0.17993301481521393,8,9,-1.1664527006153784,1.4324230246623975,1.5056434613294805,-0.48820366403845433
2,2,6,1,1,3,2,3,0,2,-0.42610373590709594,2,4,2,2,13,-0.17473311238742065,1,4,1,5,5,0,0,0,1,-1.0742859917743628,3,-0.7687776262339681,13,17,-1.1664527006153784,1.4167039072570937,1.4823208108718573,-0.4641250433394556
1,2,4,4,1,4,1,4,0,2,0.7033172637641462,1,3,1,4,16,-0.17473311238742065,4,4,4,8,7,0,0,0,1,-1.0742859917743628,1,-0.7975836565486252,11,25,-1.1664527006153784,1.5204500821320988,1.5493734309375238,-0.38386297434279304
2,2,3,6,1,5,2,3,0,2,0.8539067303869784,2,4,2,2,1,-0.17473311238742065,4,4,0,8,7,0,0,0,1,-1.0742859917743628,3,-0.636923689421458,10,19,-1.1664527006153784,1.426135377700276,1.4764901482574515,-0.4239940088411243
1,2,1,6,1,5,1,3,0,2,-0.501398469218512,1,5,2,2,7,-0.17473311238742065,3,4,3,5,5,0,1,0,3,-1.0742859917743628,2,-0.47944300494674197,8,19,-1.1664527006153784,1.5298815525752811,1.5668654187807411,-0.4079415950417918
2,2,7,6,1,1,2,2,0,2,3.0374539964180465,2,4,2,1,8,-0.17473311238742065,2,4,1,8,9,0,2,0,1,-1.0742859917743628,3,-0.39636520505175526,14,8,-0.04954381813333732,1.413560083776033,0.44446286550762837,2.385178406042065
2,3,1,13,1,1,2,3,0,1,-0.6519879358413444,1,5,2,3,13,-0.17473311238742065,4,4,0,7,5,0,1,0,1,-1.0742859917743628,2,-0.6133140694236898,15,15,-1.1664527006153784,1.4104162602949721,1.488151473486263,-0.4962298709381206
2,4,6,5,1,3,3,2,0,2,1.3056751302554752,1,5,2,2,11,-0.17473311238742065,3,4,3,7,8,0,0,0,1,-1.0742859917743628,2,-0.2458002834789341,27,10,-1.1664527006153784,1.372690378522243,1.4210988534205966,-0.4079415950417918
1,5,2,5,1,5,3,2,0,2,0.7033172637641462,1,8,3,6,9,-0.17473311238742065,3,4,1,8,7,0,3,0,1,-1.0742859917743628,3,-0.7217711344118287,30,12,-1.1664527006153784,1.4607174359919444,1.4152681908061908,-0.1671553880518042
2,5,1,2,1,4,3,2,0,2,0.7786119970755623,2,5,2,2,6,-0.17473311238742065,2,4,0,8,7,0,0,0,1,-1.0742859917743628,2,-0.6346717427697162,28,11,-1.1664527006153784,1.3695465550411823,1.4181835221133938,-0.4079415950417918
2,4,1,5,1,4,3,1,0,2,0.62802253045273,2,5,2,3,5,-0.17473311238742065,1,4,3,8,7,0,0,2,2,-1.0742859917743628,2,1.8983452768094011,22,4,-1.1664527006153784,1.3884094959275468,1.438590841263814,-0.41596780194145805
2,3,6,2,1,4,3,2,0,2,-1.028461602398425,1,4,2,1,7,-0.17473311238742065,1,4,1,6,5,0,2,0,1,-1.0742859917743628,3,-0.6557298319532038,20,11,-1.1664527006153784,1.3946971428896684,1.4181835221133938,-0.34373193984446176
2,1,2,8,1,2,2,3,0,2,-1.028461602398425,1,4,2,3,16,-0.17473311238742065,2,4,3,7,5,0,0,0,1,-1.0742859917743628,3,-0.5846990782851444,2,16,-1.1664527006153784,1.451285965548762,1.4852361421790603,-0.38386297434279304
1,4,4,2,1,1,2,3,1,2,-0.12492480266143138,1,4,2,1,6,6.407639671848812,3,4,0,7,6,0,2,0,1,-1.0742859917743628,3,-0.5637636449363196,25,15,-1.1664527006153784,1.476436553397248,1.488151473486263,-0.3276795260451293
1,2,4,2,1,4,1,2,0,2,0.8539067303869784,1,5,2,2,9,-0.17473311238742065,1,4,3,8,7,0,0,0,1,-1.0742859917743628,2,-0.7801893224736751,11,11,-1.1664527006153784,1.5204500821320988,1.5901880692383643,-0.4962298709381206
8,4,2,6,1,5,8,4,1,1,-0.501398469218512,2,4,2,2,5,-0.17473311238742065,2,4,0,6,5,0,1,0,1,-1.0742859917743628,3,-0.155106243702976,23,26,-1.1664527006153784,0.8162336223744888,0.9284078625033082,-0.4721512502391218
6,1,3,6,1,5,6,1,0,2,1.9080329967468044,2,3,1,2,7,-0.17473311238742065,3,4,3,6,8,0,0,0,1,-1.0742859917743628,1,-0.627959682625683,3,5,-1.1664527006153784,1.0708833243404103,1.1674650296939453,-0.48017745713878807
6,4,2,5,1,5,6,4,0,1,-1.1790510690212572,2,5,2,2,13,-0.17473311238742065,2,4,1,5,4,0,0,0,1,-1.0742859917743628,2,1.322233354115173,23,26,-1.1664527006153784,1.0080068547191952,1.1062430722426844,-0.4721512502391218
4,4,6,5,1,3,5,1,1,2,0.7786119970755623,1,3,1,2,7,-0.17473311238742065,3,4,4,8,7,0,0,0,1,-1.0742859917743628,1,-0.6742258976403893,27,3,-1.1664527006153784,1.1872047931396583,1.2636709628316405,-0.44807262954012306
6,4,5,3,1,4,6,5,0,1,-0.3508090025956798,2,5,2,2,2,-0.17473311238742065,2,4,0,7,5,0,1,4,2,-1.0742859917743628,2,-0.5189374600748801,26,30,-1.1664527006153784,0.9985753842760128,1.094581747013873,-0.4641250433394556
9,2,5,3,1,7,9,2,0,1,-0.9531668690870089,2,2,1,6,10,-0.17473311238742065,3,4,0,2,5,0,0,0,1,-1.0742859917743628,2,-0.791272851037751,12,14,-1.1664527006153784,0.7533571527532736,0.8730165676664532,-0.48017745713878807
1,3,5,2,1,2,1,4,0,1,-1.028461602398425,2,4,2,2,12,-0.17473311238742065,1,4,1,7,5,0,0,0,1,-1.0742859917743628,3,-0.5539638417450555,19,23,-1.1664527006153784,1.4952994942836126,1.5552040935519296,-0.4641250433394556
7,2,1,4,1,1,7,2,0,2,-0.42610373590709594,1,5,2,3,5,-0.17473311238742065,1,4,3,7,5,0,1,0,1,-1.0742859917743628,2,-0.8292932652502084,8,8,-1.1664527006153784,0.9608495025032837,1.0712590965562498,-0.4962298709381206
4,2,5,6,1,1,4,4,0,1,-0.7272826691527605,2,3,1,3,10,-0.17473311238742065,4,4,3,6,5,0,0,0,1,-1.0742859917743628,1,-0.8156498840895591,12,22,-1.1664527006153784,1.2343621453555698,1.2957396072108724,-0.41596780194145805
5,5,7,2,2,1,6,1,0,1,-0.8025774024641766,2,4,2,2,5,-0.17473311238742065,2,4,1,6,5,0,0,0,1,-1.0742859917743628,3,-0.6628341013148603,31,1,-1.1664527006153784,1.0803147947835925,1.1791263549227566,-0.48820366403845433
7,2,3,6,1,3,7,2,0,2,-0.7272826691527605,1,3,1,2,16,2.0193911490246568,1,4,4,6,5,0,1,3,1,-1.0742859917743628,1,-0.7905206342818109,10,10,-1.1664527006153784,0.9545618555411622,1.065428433941844,-0.4962298709381206
3,4,5,1,1,2,4,1,0,2,-0.9531668690870089,1,3,1,2,15,-0.17473311238742065,1,4,3,4,5,0,2,0,1,-1.0742859917743628,1,-0.7133064345536185,26,2,-1.1664527006153784,1.2878071445336026,1.3540462333549301,-0.4400464226404568
5,4,6,3,1,2,6,3,0,2,0.9292014636983945,1,5,2,4,4,6.407639671848812,4,4,3,8,7,0,0,0,1,-1.0742859917743628,2,-0.7072955750219047,27,16,-1.1664527006153784,1.0928900887078357,1.1353963853147133,-0.3357057329447955
10,5,2,1,1,1,11,1,0,2,0.32684359720706546,1,5,2,2,16,-0.17473311238742065,4,4,0,7,6,0,1,0,1,-1.0742859917743628,2,-0.17659815101555068,30,1,-1.1664527006153784,0.6024536256623573,0.7330806649207146,-0.48017745713878807
11,3,3,3,1,5,11,3,0,1,-0.8025774024641766,1,3,1,3,3,-0.17473311238742065,1,4,3,6,5,0,2,0,1,-1.0742859917743628,1,0.7245683770993487,17,19,-1.1664527006153784,0.5458648030032636,0.6806047013910624,-0.48017745713878807
11,4,1,1,1,3,12,2,0,1,-1.1790510690212572,1,2,1,6,5,-0.17473311238742065,3,4,0,5,4,0,0,2,1,-1.0742859917743628,2,-0.5890803157539654,22,10,-1.1664527006153784,0.5301456855979598,0.6193827439398017,-0.35175814674412803
3,4,1,2,1,2,3,4,0,2,-0.6519879358413444,2,4,2,3,14,-0.17473311238742065,3,4,3,7,5,0,2,0,1,-1.0742859917743628,3,-0.6800279889815416,22,23,-1.1664527006153784,1.3003824384578457,1.383199546426959,-0.48820366403845433
1,3,1,3,1,2,1,4,0,2,-0.7272826691527605,1,5,2,3,13,-0.17473311238742065,2,4,3,6,5,0,3,0,1,-1.0742859917743628,2,1.7010133860178231,15,23,-1.1664527006153784,1.5078747882078558,1.5552040935519296,-0.4320202157407906
1,3,1,5,2,3,1,3,0,2,0.17625413058423317,1,3,1,3,2,-0.17473311238742065,1,4,3,7,6,0,0,0,1,-1.0742859917743628,1,2.13811246822805,15,17,-1.1664527006153784,1.5078747882078558,1.572696081395147,-0.48017745713878807
9,4,6,1,1,4,9,5,0,2,-0.12492480266143138,1,4,2,3,16,6.407639671848812,2,4,4,7,6,0,1,4,2,-1.0742859917743628,3,1.0090401829946387,27,30,-1.1664527006153784,0.7061998005373623,0.826371266751207,-0.4721512502391218
9,2,1,2,1,2,9,2,0,2,-0.12492480266143138,1,3,1,2,6,-0.17473311238742065,1,4,4,6,6,0,3,0,1,-1.0742859917743628,1,-0.7237271150672459,8,9,-1.1664527006153784,0.7659324466775167,0.8875932242024677,-0.48820366403845433
8,1,2,12,1,5,8,1,0,2,-0.3508090025956798,2,4,2,5,2,2.0193911490246568,4,4,1,7,5,0,0,3,1,-1.0742859917743628,3,-0.6983326536759938,2,5,-1.1664527006153784,0.8822539154767648,0.9896298199545689,-0.4721512502391218
12,2,3,3,1,2,12,3,1,2,0.5527277971413138,2,5,2,6,15,-0.17473311238742065,1,4,1,7,7,0,1,0,1,-1.0742859917743628,2,1.013959441779517,10,16,-1.1664527006153784,0.4735568629388661,0.6018907560965844,-0.44807262954012306
1,3,2,5,1,3,1,3,0,2,2.886864529795214,1,5,2,3,9,-0.17473311238742065,3,4,1,8,9,0,0,0,1,-1.0742859917743628,2,1.0283000435696499,16,17,-1.1664527006153784,1.504730964726795,1.572696081395147,-0.48820366403845433
5,2,3,2,1,2,5,4,0,2,0.7033172637641462,1,4,2,2,13,-0.17473311238742065,1,4,0,8,7,0,0,0,1,-1.0742859917743628,3,1.5275342559936103,10,23,-1.1664527006153784,1.1463350878858685,1.2053643366875828,-0.3918891812424593
3,5,1,2,1,2,4,1,0,2,-0.8778721357755928,1,4,2,1,6,-0.17473311238742065,2,4,1,7,5,0,1,0,1,-1.0742859917743628,3,-0.6156680483626732,29,2,-1.1664527006153784,1.2783756740904204,1.3540462333549301,-0.4641250433394556
4,5,6,8,1,3,5,1,0,2,-0.049630069350015245,1,3,1,3,1,-0.17473311238742065,2,4,3,7,6,0,1,0,1,-1.0742859917743628,1,0.9988322506544086,30,3,-1.1664527006153784,1.1777733226964762,1.2636709628316405,-0.4721512502391218
5,3,2,2,1,2,5,3,1,1,-0.42610373590709594,2,5,2,2,2,-0.17473311238742065,1,4,0,5,5,1,0,0,1,-1.0742859917743628,2,-0.771804945905421,16,16,-1.1664527006153784,1.127472146999504,1.225771655838003,-0.4962298709381206
9,3,4,12,1,5,9,3,0,2,0.7786119970755623,1,3,1,3,16,-0.17473311238742065,4,4,3,8,7,0,0,0,1,-1.0742859917743628,1,-0.7120896452557702,18,19,-1.1664527006153784,0.7344942118669091,0.8584399111304388,-0.48820366403845433
3,4,1,3,2,1,4,2,1,1,-0.501398469218512,1,5,2,2,15,-0.17473311238742065,3,4,1,6,5,0,0,0,1,-1.0742859917743628,2,-0.7854722069630844,22,8,-1.1664527006153784,1.3003824384578457,1.3365542455117128,-0.3597843536437943
4,4,7,2,1,5,4,5,1,2,0.7786119970755623,1,4,2,6,9,-0.17473311238742065,1,4,0,8,7,0,3,0,1,-1.0742859917743628,3,2.2272394802166215,28,30,-1.1664527006153784,1.1840609696585975,1.2724169567532493,-0.48017745713878807
3,3,4,6,1,3,3,4,0,2,0.7033172637641462,2,5,2,2,15,-0.17473311238742065,3,4,3,7,7,0,3,0,1,-1.0742859917743628,2,-0.7556621355239761,18,24,-1.1664527006153784,1.3129577323820887,1.380284215119756,-0.44807262954012306
4,3,1,2,1,1,4,3,0,2,0.8539067303869784,1,3,1,3,16,-0.17473311238742065,4,4,3,8,7,0,3,0,1,-1.0742859917743628,1,-0.6259548567263736,15,15,-1.1664527006153784,1.2249306749123874,1.3161469263612926,-0.4962298709381206
1,3,4,2,1,3,2,2,1,2,-0.3508090025956798,1,4,2,2,14,-0.17473311238742065,4,4,3,5,5,0,2,0,1,-1.0742859917743628,3,-0.845398084886404,18,10,-1.1664527006153784,1.4984433177646734,1.5027281300222777,-0.3116271122457967
7,2,2,2,1,3,7,2,0,2,-0.27551426928426365,1,5,2,3,14,2.0193911490246568,1,4,1,7,6,0,0,3,2,-1.0742859917743628,2,-0.8389769253059954,9,10,-1.1664527006153784,0.9577056790222229,1.065428433941844,-0.48820366403845433
4,4,6,9,1,2,5,1,0,1,-0.8778721357755928,1,3,1,2,3,-0.17473311238742065,1,4,4,6,5,0,0,0,1,-1.0742859917743628,1,-0.5100581183685182,27,2,-1.1664527006153784,1.1872047931396583,1.2665862941388435,-0.4560988364397893
11,4,3,5,1,4,11,4,0,1,-0.42610373590709594,1,5,2,2,1,-0.17473311238742065,3,4,1,7,5,0,3,0,1,-1.0742859917743628,2,-0.8342378511985863,24,25,-1.1664527006153784,0.5238580386358382,0.6631127135478452,-0.48820366403845433
7,5,1,6,1,2,9,1,0,2,0.17625413058423317,1,5,2,6,4,-0.17473311238742065,1,4,1,7,6,0,3,0,1,-1.0742859917743628,2,-0.7130835555148214,29,2,-1.1664527006153784,0.8948292094010077,0.9080005433528879,-0.21531262944980173
3,5,3,6,2,5,4,2,0,2,-0.049630069350015245,2,4,2,3,5,-0.17473311238742065,4,4,0,7,6,0,0,0,1,-1.0742859917743628,3,2.053992636463363,31,12,-1.1664527006153784,1.2720880271282988,1.3248929202829012,-0.3999153881421255
1,4,5,5,1,2,2,1,1,1,-0.3508090025956798,2,5,2,2,5,-0.17473311238742065,4,4,1,6,5,0,2,0,1,-1.0742859917743628,2,0.7429504705507858,26,2,-1.1664527006153784,1.4732927299161873,1.5260507804799006,-0.4400464226404568
3,1,4,3,1,2,3,2,0,2,0.17625413058423317,1,8,3,6,3,-0.17473311238742065,4,4,1,7,6,0,3,0,1,-1.0742859917743628,3,-0.7865663404262699,4,9,-1.1664527006153784,1.3569712611169393,1.4240141847277996,-0.4560988364397893
3,1,5,13,1,4,3,2,0,2,0.17625413058423317,1,3,1,3,9,-0.17473311238742065,2,4,3,7,6,0,0,0,3,-1.0742859917743628,1,-0.7994459266990935,5,11,-1.1664527006153784,1.3538274376358785,1.4181835221133938,-0.44807262954012306
3,3,2,3,1,3,4,4,0,1,-0.8778721357755928,1,5,2,2,12,-0.17473311238742065,2,4,3,7,5,0,3,0,1,-1.0742859917743628,2,-0.7588482926922343,16,24,-1.1664527006153784,1.3192453793442103,1.2899089445964667,-0.1832078018511367
4,2,4,6,1,3,5,2,0,2,1.3056751302554752,1,4,2,1,3,6.407639671848812,1,4,0,8,8,0,1,0,1,-1.0742859917743628,3,-0.8510268660658943,11,10,-1.1664527006153784,1.2375059688366306,1.2432636436812203,-0.2634698708477992
3,4,2,2,2,4,3,4,0,2,-1.028461602398425,1,4,2,1,14,-0.17473311238742065,2,4,0,6,5,0,2,0,1,-1.0742859917743628,3,-0.7770903631111803,23,25,-1.1664527006153784,1.297238614976785,1.3773688838125533,-0.48017745713878807
3,3,7,2,1,1,3,3,0,1,2.886864529795214,1,4,2,1,8,-0.17473311238742065,2,4,0,8,9,0,3,4,2,-1.0742859917743628,3,-0.2469881274470684,21,15,-0.04954381813333732,1.3035262619389065,0.3424262697555272,2.385178406042065
3,1,5,5,1,1,3,1,1,1,-0.27551426928426365,2,5,2,3,13,-0.17473311238742065,4,4,4,5,6,0,0,0,1,-1.0742859917743628,2,-0.6097664574506293,5,1,-0.04954381813333732,1.3538274376358785,0.3832409080563676,2.4012308198413974
1,3,4,6,1,4,1,3,0,1,0.2515488638956493,1,3,1,2,7,-0.17473311238742065,4,4,3,7,6,0,3,0,1,-1.0742859917743628,1,-0.5898213161946414,18,18,-1.1664527006153784,1.4984433177646734,1.5697807500879442,-0.4962298709381206
1,4,5,3,1,2,3,1,0,2,-0.27551426928426365,2,2,1,6,2,-0.17473311238742065,1,4,0,7,6,0,0,0,1,-1.0742859917743628,2,0.9790499268780615,26,2,-1.1664527006153784,1.4732927299161873,1.4444215038782198,-0.21531262944980173
4,1,1,5,2,1,4,1,1,2,0.10095939727281704,2,5,2,3,1,-0.17473311238742065,4,4,1,7,6,0,3,0,1,-1.0742859917743628,2,-0.5409254179754268,1,1,-1.1664527006153784,1.268944203647238,1.3569615646621331,-0.4962298709381206
3,4,5,6,1,4,4,2,0,2,-0.5766932025299282,2,4,2,1,11,-0.17473311238742065,2,4,1,5,5,0,0,0,1,-1.0742859917743628,3,1.7326484604953931,26,11,-1.1664527006153784,1.2878071445336026,1.3278082515901042,-0.3678105605434605
3,3,4,1,1,4,3,3,0,1,-2.9861246684952447,1,3,1,6,16,-0.17473311238742065,4,4,0,8,1,0,0,0,1,-1.0742859917743628,1,2.6932712285590044,18,18,-1.1664527006153784,1.3129577323820887,1.3977762029629734,-0.4962298709381206
3,2,7,14,1,5,3,3,0,2,-0.049630069350015245,1,4,2,2,7,-0.17473311238742065,1,4,3,7,6,0,0,0,1,-1.0742859917743628,3,-0.7734519351661423,14,19,-1.1664527006153784,1.3255330263063316,1.3948608716557707,-0.4560988364397893
3,2,1,2,1,1,5,2,0,2,0.025664663961400897,1,5,2,2,15,-0.17473311238742065,1,4,3,7,6,0,1,0,1,-1.0742859917743628,2,-0.6380069683860009,8,8,-1.1664527006153784,1.3443959671926964,1.2490943062956261,-0.006631250058479128
1,3,7,2,1,1,7,4,0,2,1.5315593301897237,2,4,2,6,12,-0.17473311238742065,2,4,3,5,8,0,0,0,1,-1.0742859917743628,3,2.045282624935827,21,22,-1.1664527006153784,1.4890118473214913,1.0304444582554093,0.9645397848011378
9,2,1,1,2,3,9,5,0,1,-2.9861246684952447,1,2,1,6,11,-0.17473311238742065,3,4,0,8,1,0,0,4,2,-1.0742859917743628,2,-0.6992444315619818,8,30,-1.1664527006153784,0.7659324466775167,0.826371266751207,-0.31965331914546297
4,4,3,3,1,4,5,1,1,2,-0.9531668690870089,1,3,1,2,5,-0.17473311238742065,3,4,1,7,5,0,0,0,1,-1.0742859917743628,1,1.4767601676925848,24,4,-1.1664527006153784,1.1966362635828407,1.2607556315244377,-0.41596780194145805
10,4,5,6,1,5,10,4,1,2,-0.3508090025956798,1,5,2,2,8,-0.17473311238742065,3,4,3,7,5,0,3,0,1,-1.0742859917743628,2,-0.045439625749417255,26,26,-1.1664527006153784,0.6150289195866002,0.7505726527639318,-0.4962298709381206
9,4,7,3,1,4,9,5,1,2,-0.9531668690870089,1,4,2,2,1,-0.17473311238742065,4,4,1,6,5,0,0,0,1,-1.0742859917743628,3,-0.29616624263099356,28,30,-1.1664527006153784,0.7030559770563015,0.826371266751207,-0.48017745713878807
8,4,2,6,1,3,8,5,0,2,0.2515488638956493,2,5,2,3,9,-0.17473311238742065,4,4,1,7,6,0,3,0,1,-1.0742859917743628,2,-0.6881974464766698,23,31,-1.1664527006153784,0.8162336223744888,0.9138312059672937,-0.4320202157407906
4,1,6,3,1,4,11,4,0,2,-0.5766932025299282,1,5,2,2,5,-0.17473311238742065,4,2,1,6,5,0,0,0,1,-1.0742859917743628,2,-0.7283753732026775,6,25,-1.1664527006153784,1.2532250862419343,0.6631127135478452,1.3738763366841165
6,3,3,6,2,4,6,3,0,2,1.0797909303212267,1,3,1,2,3,-0.17473311238742065,4,4,4,7,7,0,3,0,1,-1.0742859917743628,1,-0.5411653023954308,17,18,-1.1664527006153784,1.0268697956055597,1.1295657227003075,-0.48820366403845433
9,3,6,1,1,3,9,4,0,1,-1.1790510690212572,2,5,2,2,5,-0.17473311238742065,1,4,1,3,4,0,0,3,1,-1.0742859917743628,2,-0.6085247028059028,20,24,-1.1664527006153784,0.7282065649047876,0.8438632545944244,-0.4641250433394556
12,4,4,7,1,4,1,1,0,2,0.32684359720706546,1,3,1,3,15,-0.17473311238742065,2,4,1,7,6,0,0,0,1,-1.0742859917743628,1,-0.85559226819502,25,4,-0.04954381813333732,0.42639951072295473,0.5464994612597295,-0.41596780194145805
11,3,7,4,1,2,11,4,0,2,0.62802253045273,1,4,2,2,5,-0.17473311238742065,2,4,3,8,7,0,0,0,1,-1.0742859917743628,3,2.3991418134046696,21,23,-1.1664527006153784,0.5332895090790205,0.6689433761622509,-0.48017745713878807
5,1,7,7,1,1,5,3,0,2,0.025664663961400897,1,3,1,3,16,-0.17473311238742065,2,4,4,7,6,0,3,0,1,-1.0742859917743628,1,-0.6618532164541804,7,15,-1.1664527006153784,1.1557665583290508,1.228686987145206,-0.4320202157407906
11,3,7,2,1,1,11,3,0,2,0.7786119970755623,1,5,2,2,13,-0.17473311238742065,4,4,0,8,7,0,2,0,1,-1.0742859917743628,2,-0.705658354809962,21,15,-0.04954381813333732,0.5332895090790205,-0.37182990050918097,2.385178406042065
8,1,2,6,1,3,8,3,0,2,-0.9531668690870089,1,4,2,1,8,-0.17473311238742065,3,4,0,7,5,0,1,0,1,-1.0742859917743628,3,-0.820998257387446,2,17,-1.1664527006153784,0.8822539154767648,0.9546458442681341,-0.3758367674431268
7,1,1,2,1,2,7,1,1,2,-0.7272826691527605,1,5,2,2,16,-0.17473311238742065,4,4,1,4,5,1,0,0,1,-1.0742859917743628,2,1.1674008054926575,1,2,-1.1664527006153784,0.982856266870709,1.0887510843994672,-0.48820366403845433
7,1,7,1,1,4,7,2,1,1,-0.8025774024641766,2,2,1,6,6,-0.17473311238742065,2,4,0,5,5,0,0,0,1,-1.0742859917743628,2,2.683987737686512,7,11,-1.1664527006153784,0.9639933259843445,1.062513102634641,-0.4641250433394556
